id,sum,O1,O2,N1,N2,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
result_58,72.51452170352485,4.346081350732037,1.5591,1.7854,3.0209403451033463,2.952006182332677,3.223162793737697,3.7327943336306593,3.7891369917261315,2.020436684916339,2.5030753068097935,3.3393992026021158,2.2491757850947343,2.577560785248524,2.0122,3.8912348709707185,2.0122,2.0122,2.0122,2.5889315867987204,0.9472,2.7678227462167815,2.1206049881582185,2.6678913747231787,1.4213,2.267286886380413,1.4213,4.009979488342766,1.4213,1.4213,1.4213,-1.0
result_62,54.44269708492249,1.9503957192728842,1.5591,1.7854,1.7854,2.684668353223425,2.4450856606791342,2.3450591320127954,2.1019734059731787,1.9063,2.0122,2.0122,2.0122,2.2491757850947343,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,0.983971783495325,0.9472,1.4213,1.4213,1.4213,2.4334130474901574,1.4213,1.639232245017224,1.4213,1.9887219526636315,1.4213,-1.0
result_16,82.00917876783957,1.8923435962106296,1.5591,2.077024444820374,1.7854,2.5946088175135333,2.2005711352731296,4.0641114242433565,1.9063,1.9063,2.882264144777313,4.554854265348179,2.0122,4.584210253137303,2.2491757850947343,4.478839543860729,2.0122,4.49579818605438,2.0122,5.18024979238435,1.995081143116388,0.9472,3.3793330155019685,4.028069443590059,1.4213,4.2196780227300685,1.7071600485974407,4.166721133735236,1.4213,3.8542845718503935,1.4213,-1.0
result_39,85.6700265363558,2.600279800535187,1.5591,2.321250134565699,1.7854,2.5946088175135333,2.350994921106053,4.091022161048229,2.212764709953248,1.9063,2.55474853515625,4.9079585037832185,2.0122,3.728078286478839,2.0122,5.904867818036417,2.0122,4.533816360113189,2.0122,5.559515525036909,2.5946088175135333,0.9472,2.321250134565699,4.642582930917815,1.4213,2.8497948834276574,1.4213,6.7326400636688,1.4213,4.2372441329355315,1.4213,-1.0
result_10,56.74273309701034,1.995081143116388,1.5591,1.7854,1.7854,2.531842089074803,2.194463774913878,2.0122,2.0267559862512305,1.9063,2.9626633050873528,2.0122,2.0122,2.0122,2.491526205708661,2.0122,2.0122,2.0122,2.0122,2.0122,0.9472,0.9472,3.737507977823573,1.6597145861528055,1.4213,1.5214132474163389,2.409993329386073,1.4213,1.4861714520792324,1.4213,1.4213,-1.0
result_44,59.59271937746063,2.321250134565699,1.5591,1.7854,1.7854,2.4625470018762305,2.2005711352731296,2.0122,2.0957478200356787,1.9063,2.6172591081754426,2.0122,2.0122,2.339117095226378,2.0122,2.0122,2.0122,2.600279800535187,2.0122,2.398245263287402,0.9472,1.429202102300689,2.866051861620325,1.6597145861528055,1.4213,3.0890940268208658,1.4213,1.5214132474163389,1.436363400436762,3.223162793737697,1.4213,-1.0
result_42,64.05786706523745,1.5591,1.5591,1.7854,2.72916778804749,2.55474853515625,3.5946467842642713,2.4450856606791342,2.368762399267963,1.9632039708415352,2.7236241618479333,2.0122,3.1461724709338093,2.0122,2.0122,2.077024444820374,3.4436972310223917,2.0122,2.4509123554379917,2.0122,0.9472,2.662287674550935,2.526100939653051,1.4648932509534944,2.3864712452325296,1.4213,1.4213,1.6528969111405019,2.571866253229577,1.4213,2.1206049881582185,-1.0
result_57,56.20638580524114,1.5591,1.5591,2.398245263287402,1.898827740526575,2.8876578263410435,2.684668353223425,2.5030753068097935,2.54903045414001,1.9063,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.6902499461737204,1.5143869955708658,1.4213,1.5633439191683074,1.4213,1.4213,1.4213,1.4213,1.4213,1.4213,1.4213,-1.0
result_34,78.18633266332431,3.7233583945927657,2.2913385826771657,1.7854,3.8403762456938972,2.989222729299951,3.502545214074803,2.63981856699065,3.9691046767347444,2.409993329386073,3.1358339805302657,2.0122,3.0156653697096454,3.6330441452386815,2.3864712452325296,2.0267559862512305,2.0267559862512305,3.1358339805302657,2.0122,2.9733012041707676,1.070675827386811,4.457586814099409,3.4584595687746065,1.4213,2.1699612835260824,3.3593975878137305,2.526100939653051,1.7071600485974407,1.8663200318344,2.218850924274114,1.4213,-1.0
result_4,57.70694019977239,1.5591,2.058232344980315,2.15766678457185,2.194463774913878,2.7512879859744093,2.064504067728839,2.6678913747231787,1.9063,2.526100939653051,2.0122,2.0122,2.0122,2.773323599747785,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,1.1402650367556593,1.8532561054379917,1.9632039708415352,1.4213,1.4213,2.662287674550935,1.7407591812253935,1.4213,1.4213,1.4213,1.4719973586675685,-1.0
result_59,59.21876724593996,3.06820510503814,1.5591,2.321250134565699,1.7854,2.952006182332677,2.3923613781065454,2.7180752491387796,2.6566786878690944,1.9063,2.0957478200356787,2.0122,2.0122,2.577560785248524,2.0122,2.0122,2.0122,2.020436684916339,2.0122,2.0122,1.3056395523191435,0.9472,1.995081143116388,1.4213,1.4213,2.882264144777313,1.5979936254306102,1.4213,1.4213,1.872838778758612,1.7940279742864176,-1.0
result_26,52.45041675304503,1.5591,1.5591,1.7854,1.7854,2.3923613781065454,2.3450591320127954,2.0122,1.9182287501537898,1.9063,2.0122,2.0122,2.0122,2.064504067728839,2.0122,2.0122,2.0122,2.267286886380413,2.0122,2.0122,0.9472,0.9472,1.9695958415354333,1.4213,1.4213,1.4213,1.4932419183686028,1.4213,1.4213,1.872838778758612,1.4213,-1.0
result_60,54.27221828478716,1.5591,1.5591,2.045665350485974,1.7854,2.368762399267963,2.0122,2.3450591320127954,1.9063,1.9063,2.0122,2.1268007774052657,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,1.78740157480315,0.9472,1.4213,2.7125210499200296,1.4213,1.4213,1.4213,2.1515080008919787,1.4213,1.4213,1.4213,-1.0
result_36,75.78193263179749,1.5591,5.349248931163878,4.113370159479577,3.4829884927103842,3.223162793737697,2.583249069574311,2.4392522376353343,2.4450856606791342,4.592576394869587,2.0122,2.0122,2.684668353223425,2.3923613781065454,2.0122,2.0122,2.350994921106053,2.0957478200356787,2.0122,2.0122,3.821788397360974,3.3643870916892222,1.4213,1.4213,3.3793330155019685,2.63981856699065,1.4213,1.4213,2.6341869924950787,2.4509123554379917,1.4213,-1.0
result_43,57.086918060254675,1.5591,1.5591,1.7854,2.267286886380413,2.7952755905511815,2.5946088175135333,2.6341869924950787,2.2005711352731296,1.9063,2.7568046990342028,2.0122,2.0122,2.0122,2.571866253229577,2.0122,2.0122,2.0122,2.0122,2.0122,0.9472,1.995081143116388,2.1760979599840056,1.4213,1.4213,1.4213,2.2913385826771657,1.4213,1.4213,1.4213,1.4213,-1.0
result_24,75.05757228715551,1.5591,1.5591,2.1883492056779037,1.7854,2.571866253229577,2.1206049881582185,4.037097360205463,1.9063,1.9063,2.0122,3.7844593919168306,2.0122,3.502545214074803,2.0122,4.449068805364173,2.0122,4.533816360113189,2.0122,5.8224963090551185,2.339117095226378,0.9472,1.5702947181040843,2.7512879859744093,1.4213,2.600279800535187,1.4213,4.104439322404035,1.4213,4.272249477116142,1.4213,-1.0
result_55,54.72720587014026,1.5591,2.1883492056779037,1.78740157480315,1.9439788578063482,2.7952755905511815,2.8007504921259843,2.5030753068097935,1.9503957192728842,2.5030753068097935,2.0122,2.0122,2.321250134565699,2.0122,2.0122,2.0122,2.139169287493848,2.0122,2.0122,2.0122,0.9472,1.1017499307947833,1.4213,1.4213,1.5073496901144194,1.4213,1.4213,1.4213,1.6323847733144685,1.4213,1.4213,-1.0
result_29,53.940271551273376,1.5591,1.5591,1.7854,1.7854,2.54903045414001,2.2005711352731296,2.3450591320127954,2.077024444820374,1.9063,2.0122,2.0122,2.0122,2.2249299297182583,2.0122,2.0122,2.0122,2.5030753068097935,2.0122,2.0122,0.9472,0.9472,1.4213,1.4213,1.4213,2.0707681010088583,1.4213,1.4213,1.4213,2.4334130474901574,1.4213,-1.0
result_1,53.12577838874877,1.5591,1.5591,2.1019734059731787,1.7854,2.6229075033833658,2.339117095226378,2.045665350485974,1.9063,1.9063,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,1.747450460599163,1.2908690445066435,1.7541321281373028,1.4213,1.4213,1.4213,1.436363400436762,1.4213,1.4213,1.4213,1.4213,-1.0
result_53,55.63538030265748,2.1268007774052657,1.5591,1.7940279742864176,1.7854,2.600279800535187,2.2491757850947343,2.662287674550935,1.995081143116388,1.9063,2.0122,2.2005711352731296,2.0122,2.0122,2.0122,2.72916778804749,2.0122,2.0122,2.0122,2.6341869924950787,0.9472,0.9759958822896162,1.4213,1.4213,1.4213,1.7138989065575787,1.4213,2.600279800535187,1.4213,1.5424266424704722,1.4213,-1.0
result_31,51.73264551550197,1.5591,1.5702947181040843,1.7854,1.7854,2.368762399267963,2.0122,2.537577471395177,1.9063,1.9063,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0707681010088583,0.9472,0.9472,1.4213,1.4213,1.4213,1.4213,1.4213,1.4213,1.7138989065575787,1.5633439191683074,1.4213,-1.0
result_18,63.38748598440576,1.5591,1.7940279742864176,2.4334130474901574,1.9503957192728842,2.6678913747231787,2.0141096941129426,3.304250161478839,1.9063,1.995081143116388,2.0122,2.020436684916339,2.0122,3.517173947311762,2.0122,2.0122,2.0122,3.803149606299213,2.0122,2.817144438976378,2.409993329386073,1.7608046644315944,1.6597145861528055,1.6255267285925195,1.4213,2.6902499461737204,1.4213,1.4213,1.4213,3.2790229376845472,1.4213,-1.0
result_11,62.7214766970657,1.5591,3.349406084676427,3.258767916461614,2.55474853515625,2.994520773099163,2.817144438976378,2.409993329386073,2.2853359913262796,3.6378279558316926,2.0122,2.0957478200356787,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.662287674550935,1.8138514240895667,1.4213,2.409993329386073,1.4213,1.4213,1.4213,1.8138514240895667,1.4213,1.4213,1.4213,-1.0
result_52,54.9758615218996,1.5591,1.5591,2.194463774913878,1.7854,2.6566786878690944,2.6229075033833658,2.194463774913878,2.0393700787401574,1.9063,2.0122,2.077024444820374,2.15766678457185,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.2491757850947343,1.3056395523191435,1.4213,2.2005711352731296,1.4213,1.4213,1.4213,1.4213,1.4213,1.4213,1.4213,-1.0
result_12,66.95977661555733,2.0267559862512305,1.5591,1.7854,2.3450591320127954,2.866051861620325,2.6678913747231787,3.751627764363927,2.63981856699065,1.9695958415354333,2.0122,3.6521592027559056,2.0122,4.005449430210384,2.0122,2.3923613781065454,2.0122,2.63981856699065,2.0122,2.0122,1.0393623892716537,1.9568039300873528,1.6528969111405019,2.8225991556963583,1.4213,3.927988608052411,1.4213,1.9182287501537898,1.4213,2.4334130474901574,1.5702947181040843,-1.0
result_49,56.83335534648745,1.5591,1.5591,1.7854,1.7854,2.8007504921259843,2.6566786878690944,2.077024444820374,1.9063,1.9063,2.3923613781065454,2.0122,2.0122,2.6172591081754426,2.0122,2.0122,2.0122,2.8062205877829722,2.0122,2.3450591320127954,0.9472,0.9472,2.0077750138410435,1.4213,1.4213,1.8401570958415352,1.4213,1.5424266424704722,1.4213,3.1719427634411907,1.4213,-1.0
result_19,57.20840693128691,2.3923613781065454,1.5591,1.872838778758612,2.218850924274114,2.952006182332677,2.600279800535187,2.526100939653051,3.2384470541646158,1.9063,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,1.3569427249938482,1.5143869955708658,1.4213,2.218850924274114,1.4213,1.6597145861528055,1.4213,1.5424266424704722,1.4213,1.4213,1.4213,-1.0
result_30,55.016909730253445,2.9038109967089074,1.5591,1.7854,1.7854,2.485742764210138,2.3569239819143704,2.0122,2.409993329386073,1.9063,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,0.9472,1.6323847733144685,1.4213,1.4213,1.4213,2.243125134565699,1.4213,1.4213,1.4213,1.9182287501537898,1.4213,-1.0
result_50,60.58919828140379,4.148982010488435,1.5591,1.7854,2.6902499461737204,2.543307086614173,2.6172591081754426,2.108191302442175,3.15133498785064,1.9063,2.577560785248524,2.0122,2.0122,2.3450591320127954,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,0.9472,2.108191302442175,2.3864712452325296,1.4213,1.4213,2.6678913747231787,1.4213,1.4213,1.4213,1.4213,1.4213,-1.0
result_54,61.3338805048905,1.5591,1.5591,2.368762399267963,1.7854,2.9038109967089074,2.526100939653051,3.580190102885089,1.9063,1.9063,2.9199194720410926,2.3152811846395176,2.0122,2.6902499461737204,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.543307086614173,0.9472,2.9786131851316435,2.1699612835260824,1.4719973586675685,3.0103865495816926,1.4213,1.4213,1.4213,1.4213,1.4213,-1.0
result_38,66.19143690329724,2.3923613781065454,1.5591,1.7854,1.7854,2.7952755905511815,2.3569239819143704,2.7952755905511815,2.55474853515625,1.9063,2.4509123554379917,2.0122,2.0122,3.7797789085568407,2.2249299297182583,2.0122,2.0122,3.7704083300012305,2.0122,2.3569239819143704,0.9472,0.9472,3.094305083507628,1.4213,1.4213,4.148982010488435,2.7069615641916833,1.4213,1.4213,3.3393992026021158,1.747450460599163,-1.0
result_61,68.58704049351009,4.206475205308809,1.5591,1.7854,2.7897954024667815,2.54903045414001,2.5889315867987204,2.7678227462167815,3.304250161478839,1.9063,3.7657177542138287,2.0122,2.0122,2.29733444574311,3.0156653697096454,2.243125134565699,2.0122,2.0122,2.0122,2.0122,0.9472,3.0629714605376472,4.5169432632566435,1.4213,1.4213,2.194463774913878,3.3643870916892222,1.5424266424704722,1.4213,1.4213,1.4213,-1.0
result_20,60.519219998000736,1.5591,1.5591,2.194463774913878,1.7854,2.5946088175135333,2.0122,2.531842089074803,1.9063,1.9063,2.0122,3.319337859867126,2.0122,2.0122,2.0122,3.0367364357775593,2.0122,2.0122,2.0122,2.2913385826771657,2.0957478200356787,0.9472,1.4213,3.93256912832185,1.4213,1.4213,1.4213,3.8124754898191435,1.4213,1.4213,1.4213,-1.0
result_48,60.30580719195989,2.9306342658095472,1.5591,1.7854,3.304250161478839,2.54903045414001,2.5889315867987204,2.526100939653051,3.6186710868294787,2.045665350485974,2.0122,2.0122,2.0122,2.1268007774052657,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,0.9472,3.5946467842642713,1.4213,1.4213,1.4213,2.2491757850947343,1.4213,1.4213,1.4213,1.4213,1.4213,-1.0
result_27,58.61566525052288,1.5591,2.3805748646653546,2.8876578263410435,2.531842089074803,2.994520773099163,2.526100939653051,2.409993329386073,2.537577471395177,2.8007504921259843,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,1.9887219526636315,1.8467109259657972,1.4213,1.4213,1.6597145861528055,1.4213,1.4213,1.4213,1.4213,1.4213,1.4213,-1.0
result_63,51.39278430963952,1.5591,1.5591,1.7854,1.7854,2.368762399267963,2.0122,2.0122,1.9063,1.9063,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,0.9519715797244093,0.9472,1.4213,1.4213,1.7138989065575787,1.4213,1.4213,1.4213,1.8138514240895667,1.4213,1.4213,-1.0
result_47,54.251801347194885,1.5591,1.9632039708415352,2.3569239819143704,1.7854,2.543307086614173,2.0122,2.5946088175135333,1.9063,1.9063,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.267286886380413,0.991931825172244,1.4213,1.4213,1.4213,1.872838778758612,1.4213,1.4213,1.4213,1.4213,1.4213,-1.0
result_14,60.617686957123524,2.243125134565699,1.5591,2.267286886380413,1.7854,2.6454443743848426,2.2491757850947343,2.526100939653051,2.0707681010088583,1.9063,2.0122,2.7457659864050195,2.0122,2.0122,2.0122,2.526100939653051,2.0122,2.0122,2.0122,2.0122,2.946670171782726,0.9472,1.4213,3.3643870916892222,1.8138514240895667,1.9503957192728842,1.4213,2.662287674550935,1.6255267285925195,1.4213,1.4213,-1.0
result_37,75.22930843765378,1.5591,2.045665350485974,2.989222729299951,1.7854,2.967984417292077,2.2913385826771657,2.989222729299951,1.9063,2.0141096941129426,2.0122,4.140095868448573,2.7069615641916833,2.0122,2.0122,3.751627764363927,2.684668353223425,2.0122,2.3805748646653546,2.543307086614173,3.704445666215551,0.9472,1.9759790615772639,4.91197144515871,3.1358339805302657,1.4213,1.9182287501537898,4.0641114242433565,3.223162793737697,1.4213,2.7013963113619583,-1.0
result_5,58.42611170414001,1.6801070566252463,1.5591,2.8007504921259843,1.7854,3.0734339436208167,2.7623166061761815,2.409993329386073,1.9063,1.9063,2.0122,2.045665350485974,2.6734893077940454,2.077024444820374,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,3.0314753975455213,0.9472,1.4213,2.0707681010088583,2.662287674550935,1.4213,1.4213,1.4213,1.4213,1.4213,1.4213,-1.0
result_25,53.66064220903051,1.5591,1.5591,2.077024444820374,1.7854,2.3569239819143704,2.0122,3.1719427634411907,1.9063,1.9063,2.0122,2.0122,2.0122,2.077024444820374,2.0122,2.0122,2.0122,2.045665350485974,2.0122,2.0122,1.9503957192728842,0.9472,1.6801070566252463,1.4213,1.4213,1.4861714520792324,1.5143869955708658,1.4213,1.4213,1.4213,1.4213,-1.0
result_13,62.15203298551304,2.8443656380720963,1.5591,1.7854,1.8401570958415352,2.2733101431779037,2.526100939653051,2.0122,2.52035354253814,1.9063,3.1770836537278546,2.0122,2.0122,2.0122,3.1410056286909445,2.0122,2.0122,2.0122,2.4334130474901574,2.0122,0.9472,2.1206049881582185,3.0890940268208658,1.4213,1.4213,1.4213,3.877401517132136,1.4213,1.4213,1.4213,2.485742764210138,-1.0
result_56,54.23397407957062,1.6048925204539861,1.5591,2.2005711352731296,1.7854,2.8984312523068407,2.077024444820374,2.409993329386073,2.1883492056779037,1.9063,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.139169287493848,1.4861714520792324,1.4213,1.4213,1.4213,1.4861714520792324,1.4213,1.4213,1.4213,1.4213,1.4213,-1.0
result_46,57.06080503352608,1.5591,1.5591,2.1268007774052657,1.7854,2.3569239819143704,2.0122,2.7457659864050195,1.9063,1.9063,2.0122,3.4140711506520667,2.0122,2.0122,2.0122,2.051952932763287,2.0122,2.0122,2.0122,2.0122,2.108191302442175,0.9472,1.4213,3.6712199534018213,1.4213,1.4213,1.4213,1.4213,1.6868853231114667,1.4213,1.5979936254306102,-1.0
result_8,75.70741577186885,3.324359082800197,1.5591,3.1770836537278546,3.0209403451033463,3.4436972310223917,3.0156653697096454,2.7512879859744093,3.9873003621739667,2.4509123554379917,2.0122,2.6678913747231787,3.502545214074803,2.4334130474901574,2.0122,2.409993329386073,2.9038109967089074,2.0122,2.0122,2.1206049881582185,3.0314753975455213,2.7952755905511815,1.4213,2.6678913747231787,3.7139085183932083,2.3864712452325296,1.4213,2.4275676096518213,3.1822206992802657,1.4213,1.4213,-1.0
result_7,54.49858026344119,1.5591,2.350994921106053,2.1268007774052657,1.7854,2.866051861620325,2.543307086614173,2.531842089074803,1.9063,2.2491757850947343,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.2913385826771657,1.2011545736958658,0.9472,1.4213,1.4213,1.4213,1.4213,1.4213,1.4213,1.6597145861528055,1.4213,1.4213,-1.0
result_23,59.50860839151698,1.5591,2.4392522376353343,3.4535426342581204,2.3450591320127954,2.994520773099163,2.3923613781065454,2.63981856699065,2.54903045414001,2.7347056471456694,2.0122,2.0122,2.0267559862512305,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.8768646961122046,1.1784249853900102,1.4213,1.4213,1.4213,1.5354330708661417,1.4213,1.4932419183686028,1.4213,1.4213,1.6528969111405019,-1.0
result_45,54.96233322619341,1.6323847733144685,1.5591,2.2491757850947343,1.7854,2.662287674550935,2.4509123554379917,2.1699612835260824,1.9503957192728842,1.9063,2.108191302442175,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,1.6597145861528055,0.9472,2.4509123554379917,1.4213,1.6528969111405019,1.4213,1.8204412985974407,1.4213,1.4213,1.4213,1.7407591812253935,-1.0
result_41,57.939367603500244,1.5591,1.5591,1.7854,2.415857510303888,2.566165954109252,2.600279800535187,2.0122,2.3805748646653546,1.9063,2.0122,2.0122,2.3569239819143704,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,1.4932419183686028,2.8007504921259843,1.4213,2.194463774913878,2.4041224201833167,1.4213,1.4213,2.267286886380413,1.4213,1.4213,1.4213,-1.0
result_21,54.293224596302906,1.5591,1.5591,2.1268007774052657,1.7854,2.368762399267963,2.0122,2.6172591081754426,1.9063,1.9063,2.0122,2.108191302442175,2.0122,2.0122,2.0122,2.4567328025036907,2.0122,2.0122,2.0122,2.415857510303888,2.0957478200356787,0.9472,1.6597145861528055,1.4213,1.4213,1.4213,1.4213,1.7340582900159944,1.4213,1.4213,1.4213,-1.0
result_3,53.22045817928765,1.5591,1.5591,1.7854,1.7854,2.543307086614173,2.398245263287402,2.0122,2.064504067728839,1.9063,2.5946088175135333,2.0122,2.0122,2.0122,2.4392522376353343,2.0122,2.0122,2.0122,2.0122,2.0122,0.9472,0.9472,1.5424266424704722,1.4213,1.4213,1.4213,2.0895140640378935,1.4213,1.4213,1.4213,1.4213,-1.0
result_32,56.36623547613189,1.5591,1.5591,1.9887219526636315,1.7854,2.55474853515625,2.778819647360974,2.0895140640378935,1.9063,1.9063,2.0122,2.3628463144377463,2.15766678457185,2.0122,2.0122,2.267286886380413,2.526100939653051,2.0122,2.0122,2.0122,2.0014321635088583,0.9472,1.4213,2.882264144777313,1.4213,1.4213,1.4213,1.4719973586675685,2.020436684916339,1.4213,1.4213,-1.0
result_35,54.855673206047,1.5591,1.5591,1.7854,1.7854,2.368762399267963,2.0122,2.8497948834276574,1.9063,2.0707681010088583,2.0122,2.773323599747785,2.0122,2.0122,2.0122,2.6341869924950787,2.0122,2.0122,2.0122,2.0122,0.983971783495325,0.991931825172244,1.4213,1.7940279742864176,1.4213,1.4213,1.4213,2.7347056471456694,1.4213,1.4213,1.4213,-1.0
result_28,56.596620843073325,2.1206049881582185,1.5591,1.7854,1.7854,2.7512879859744093,2.398245263287402,2.773323599747785,2.194463774913878,1.9063,2.064504067728839,2.0122,2.0122,2.9786131851316435,2.0122,2.0122,2.0122,2.0122,2.0122,2.0122,0.983971783495325,0.9472,2.15766678457185,1.8138514240895667,1.4213,2.7512879859744093,1.4213,1.4213,1.4213,1.4213,1.4213,-1.0
